month,date,time,user,command,working,non-working,class
Feb,19,00:17:01,heavyfeather-Extensa-2540,CRON[24962]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,00:17:01,heavyfeather-Extensa-2540,CRON[24962]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,00:23:35,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,19,00:30:48,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,0,1,0
Feb,19,00:30:49,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,0,1,0
Feb,19,01:07:09,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,19,13:55:57,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,19,13:55:59,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,19,14:17:01,heavyfeather-Extensa-2540,CRON[28481]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,14:17:01,heavyfeather-Extensa-2540,CRON[28481]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,14:30:01,heavyfeather-Extensa-2540,CRON[29220]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,14:30:01,heavyfeather-Extensa-2540,CRON[29220]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,14:32:42,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,19,14:34:21,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,19,14:34:21,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,19,15:04:59,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,19,15:11:29,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,19,15:11:30,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,19,15:17:01,heavyfeather-Extensa-2540,CRON[31231]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,15:17:01,heavyfeather-Extensa-2540,CRON[31231]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,15:24:46,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,19,18:49:44,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,19,18:49:45,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,19,19:17:01,heavyfeather-Extensa-2540,CRON[33099]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,19:17:01,heavyfeather-Extensa-2540,CRON[33099]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,19:30:01,heavyfeather-Extensa-2540,CRON[34078]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,19:30:01,heavyfeather-Extensa-2540,CRON[34078]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,20:17:01,heavyfeather-Extensa-2540,CRON[35956]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,20:17:01,heavyfeather-Extensa-2540,CRON[35956]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,20:30:01,heavyfeather-Extensa-2540,CRON[36639]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,19,20:30:01,heavyfeather-Extensa-2540,CRON[36639]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,19,21:17:01,heavyfeather-Extensa-2540,CRON[39151]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,21:17:01,heavyfeather-Extensa-2540,CRON[39151]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,21:30:01,heavyfeather-Extensa-2540,CRON[39804]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,21:30:01,heavyfeather-Extensa-2540,CRON[39804]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,22:17:01,heavyfeather-Extensa-2540,CRON[41230]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,22:17:01,heavyfeather-Extensa-2540,CRON[41230]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,22:30:01,heavyfeather-Extensa-2540,CRON[41324]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,22:30:01,heavyfeather-Extensa-2540,CRON[41324]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,23:17:01,heavyfeather-Extensa-2540,CRON[41965]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,23:17:01,heavyfeather-Extensa-2540,CRON[41965]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,19,23:30:02,heavyfeather-Extensa-2540,CRON[42111]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,19,23:30:02,heavyfeather-Extensa-2540,CRON[42111]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,20,00:17:01,heavyfeather-Extensa-2540,CRON[43126]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),0,1,0
Feb,20,00:17:01,heavyfeather-Extensa-2540,CRON[43126]: pam_unix(cron:session): session closed for user root,0,1,0
Feb,20,00:37:54,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,0,1,0
Feb,20,09:31:43,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,20,09:31:43,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,20,09:40:09,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,20,10:30:07,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,20,10:30:08,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,20,10:30:55,heavyfeather-Extensa-2540,CRON[45174]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,10:30:55,heavyfeather-Extensa-2540,CRON[45174]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,10:48:53,heavyfeather-Extensa-2540,systemd-logind[770]: Lid closed.,1,0,0
Feb,20,14:13:26,heavyfeather-Extensa-2540,systemd-logind[770]: Lid opened.,1,0,0
Feb,20,14:13:27,heavyfeather-Extensa-2540,systemd-logind[770]: Operation 'sleep' finished.,1,0,0
Feb,20,14:17:01,heavyfeather-Extensa-2540,CRON[45872]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,14:17:01,heavyfeather-Extensa-2540,CRON[45872]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,14:30:01,heavyfeather-Extensa-2540,CRON[46499]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,14:30:01,heavyfeather-Extensa-2540,CRON[46499]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,15:17:01,heavyfeather-Extensa-2540,CRON[48777]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,15:17:01,heavyfeather-Extensa-2540,CRON[48777]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,15:30:01,heavyfeather-Extensa-2540,CRON[49341]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,15:30:01,heavyfeather-Extensa-2540,CRON[49341]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,16:17:01,heavyfeather-Extensa-2540,CRON[52269]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,16:17:01,heavyfeather-Extensa-2540,CRON[52269]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,16:30:01,heavyfeather-Extensa-2540,CRON[52746]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,16:30:01,heavyfeather-Extensa-2540,CRON[52746]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,17:17:01,heavyfeather-Extensa-2540,CRON[54343]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,17:17:01,heavyfeather-Extensa-2540,CRON[54343]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,17:30:01,heavyfeather-Extensa-2540,CRON[54744]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,17:30:01,heavyfeather-Extensa-2540,CRON[54744]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,18:17:01,heavyfeather-Extensa-2540,CRON[56036]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,18:17:01,heavyfeather-Extensa-2540,CRON[56036]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,18:30:01,heavyfeather-Extensa-2540,CRON[56089]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,18:30:01,heavyfeather-Extensa-2540,CRON[56089]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,19:17:01,heavyfeather-Extensa-2540,CRON[57952]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,19:17:01,heavyfeather-Extensa-2540,CRON[57952]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,19:30:01,heavyfeather-Extensa-2540,CRON[58360]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,19:30:01,heavyfeather-Extensa-2540,CRON[58360]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,20:17:01,heavyfeather-Extensa-2540,CRON[59868]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,20:17:01,heavyfeather-Extensa-2540,CRON[59868]: pam_unix(cron:session): session closed for user root,1,0,0
Feb,20,20:30:01,heavyfeather-Extensa-2540,CRON[60546]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0),1,0,0
Feb,20,20:30:01,heavyfeather-Extensa-2540,CRON[60546]: pam_unix(cron:session): session closed for user root,1,0,0
